Sex,Length,Diameter,Height,Whole,Shucked,Viscera,Shell,Rings,Maturity_Level,Random_Index,Biological_Variation
F,0.55,0.435,0.17,0.884,0.2875,0.1645,0.28,14,aged,3,1.18203
I,0.275,0.205,0.08,0.096,0.036,0.0185,0.03,6,mature,61,0.66008
F,0.35,0.265,0.09,0.1855,0.0745,0.0415,0.06,7,mature,98,0.38434
F,0.37,0.285,0.105,0.27,0.1125,0.0585,0.0835,9,mature,49,1.69792
F,0.42,0.33,0.125,0.463,0.186,0.11,0.145,10,mature,53,-1.07213
M,0.35,0.26,0.09,0.198,0.0725,0.056,0.06,10,mature,78,-1.27388
M,0.395,0.305,0.105,0.282,0.0975,0.065,0.096,9,mature,96,-2.09037
I,0.325,0.2,0.08,0.0995,0.0395,0.0225,0.032,8,mature,40,0.58159
I,0.275,0.2,0.065,0.092,0.0385,0.0235,0.027,5,mature,35,-0.048
I,0.52282,0.18,0.13925,0.82543,0.028,0.017,0.0225,5,mature,85,0.14194
I,0.25,0.185,0.065,0.071,0.027,0.0185,0.0225,5,mature,67,-0.36454
M,0.445,0.35,0.14,0.5905,0.2025,0.158,0.19,14,aged,2,0.22896
F,0.5,0.385,0.13,0.768,0.2625,0.095,0.27,13,aged,65,-0.4423
M,0.44,0.325,0.08,0.413,0.144,0.1015,0.13,8,mature,45,-0.47488
F,0.52,0.405,0.14,0.6915,0.276,0.137,0.215,11,aged,21,-0.97761
M,0.5,0.39,0.13,0.709,0.275,0.168,0.18,11,aged,19,1.01973
M,0.425,0.325,0.12,0.3755,0.142,0.1065,0.105,9,mature,11,0.84826
F,0.37,0.275,0.08,0.227,0.093,0.0625,0.07,8,mature,73,1.20436
M,0.54,0.415,0.13,0.8245,0.272,0.226,0.24,13,aged,65,0.12209
M,0.615,0.475,0.17,1.1825,0.474,0.2895,0.24,11,aged,83,-0.68119
M,0.645,0.515,0.175,1.6115,0.6745,0.384,0.385,14,aged,65,0.43314
F,0.615,0.47,0.175,1.2985,0.5135,0.343,0.32,14,aged,68,1.14642
M,0.605,0.49,0.145,1.3,0.517,0.3285,0.31,14,aged,79,-0.76935
F,0.52282,0.455,0.13925,0.82543,0.38,0.2455,0.28,12,aged,10,-2.11576
M,0.57,0.42,0.155,1.008,0.377,0.193,0.34,13,aged,79,-1.71198
F,0.47,0.355,0.18,0.441,0.1525,0.1165,0.135,8,mature,3,1.85979
F,0.5,0.44,0.155,0.742,0.2025,0.2005,0.2115,14,aged,78,-1.60847
F,0.52,0.425,0.145,0.7,0.207,0.1905,0.24,13,aged,71,0.11324
M,0.39,0.285,0.095,0.271,0.11,0.06,0.08,8,mature,77,-0.47584
M,0.52,0.4,0.165,0.8565,0.2745,0.201,0.21,12,aged,21,1.68545
F,0.54,0.415,0.175,0.8975,0.275,0.241,0.275,14,aged,75,2.64707
M,0.52282,0.36,0.13925,0.82543,0.1955,0.107,0.235,14,aged,40,0.49017
I,0.355,0.26,0.09,0.1925,0.077,0.038,0.065,8,mature,95,0.74268
F,0.63,0.51,0.185,1.235,0.5115,0.349,0.3065,11,aged,80,0.28648
M,0.5,0.385,0.145,0.7615,0.246,0.195,0.204,14,aged,86,-1.57002
M,0.49,0.39,0.135,0.592,0.242,0.096,0.1835,15,aged,59,0.45514
M,0.44,0.325,0.115,0.39,0.163,0.087,0.113,7,mature,78,0.36694
F,0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205,10,mature,28,-0.03967
F,0.475,0.38,0.145,0.57,0.167,0.118,0.187,11,aged,78,-1.04276
I,0.42,0.31,0.1,0.2865,0.115,0.0735,0.085,8,mature,71,-0.26018
M,0.4,0.305,0.13,0.2935,0.096,0.0675,0.105,9,mature,61,-0.84723
M,0.45,0.36,0.16,0.567,0.174,0.1245,0.225,12,aged,27,1.32145
F,0.52,0.4,0.13,0.6245,0.215,0.2065,0.17,15,aged,18,-0.36844
M,0.505,0.4,0.155,0.8415,0.2715,0.1775,0.285,12,aged,75,1.38042
M,0.495,0.4,0.14,0.7775,0.2015,0.18,0.25,15,aged,37,0.30364
F,0.48,0.39,0.125,0.6905,0.219,0.155,0.2,12,aged,56,-0.59197
F,0.33,0.26,0.08,0.2,0.0625,0.05,0.07,9,mature,43,0.78582
I,0.285,0.21,0.07,0.109,0.044,0.0265,0.033,5,mature,42,-0.27269
I,0.3,0.23,0.075,0.127,0.052,0.03,0.0345,6,mature,44,-0.9732
I,0.31,0.24,0.105,0.2885,0.118,0.065,0.083,6,mature,59,-0.29957
I,0.34,0.255,0.075,0.18,0.0745,0.04,0.0525,6,mature,84,-0.96433
I,0.375,0.3,0.075,0.144,0.059,0.03,0.044,7,mature,81,1.12383
I,0.415,0.325,0.1,0.4665,0.2285,0.1065,0.114,7,mature,71,0.15033
I,0.415,0.315,0.105,0.33,0.1405,0.0705,0.095,6,mature,34,-0.81337
I,0.52282,0.315,0.13925,0.82543,0.175,0.0835,0.093,6,mature,15,0.54983
I,0.42,0.32,0.1,0.34,0.1745,0.05,0.0945,8,mature,9,0.45014
I,0.425,0.31,0.105,0.365,0.159,0.0825,0.105,6,mature,52,0.18314
M,0.465,0.375,0.11,0.5,0.21,0.113,0.1505,8,mature,63,-0.84884
F,0.465,0.35,0.135,0.6265,0.259,0.1445,0.175,8,mature,89,-0.49072
I,0.47,0.37,0.11,0.5555,0.25,0.115,0.163,8,mature,39,0.88082
F,0.47,0.375,0.12,0.6015,0.2765,0.1455,0.135,8,mature,73,0.2773
I,0.475,0.365,0.12,0.53,0.2505,0.0975,0.1625,10,mature,79,1.00137
M,0.48,0.37,0.135,0.6315,0.3445,0.1015,0.161,7,mature,63,0.11585
M,0.5,0.4,0.13,0.7715,0.37,0.16,0.211,8,mature,53,-1.10673
I,0.52282,0.39,0.13925,0.82543,0.267,0.142,0.172,7,mature,23,-1.39349
M,0.525,0.425,0.19,0.872,0.4625,0.1725,0.199,9,mature,75,-1.52176
M,0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235,9,mature,1,-0.39835
M,0.545,0.45,0.15,0.8795,0.387,0.15,0.2625,11,aged,91,-0.53081
F,0.565,0.44,0.15,0.983,0.4475,0.2355,0.2485,9,mature,19,-0.54417
M,0.58,0.46,0.18,1.145,0.48,0.277,0.325,11,aged,53,0.72762
M,0.59,0.455,0.16,1.09,0.5,0.2215,0.292,9,mature,76,0.25338
M,0.59,0.48,0.16,1.262,0.5685,0.2725,0.335,9,mature,96,0.64267
M,0.595,0.49,0.185,1.185,0.482,0.2015,0.361,10,mature,64,-2.18218
F,0.6,0.475,0.135,1.4405,0.5885,0.191,0.3175,9,mature,7,-0.42445
F,0.6,0.5,0.155,1.332,0.6235,0.2835,0.35,8,mature,14,0.51449
F,0.6,0.485,0.165,1.1405,0.587,0.2175,0.288,9,mature,76,-0.30121
M,0.605,0.475,0.175,1.201,0.5395,0.275,0.309,10,mature,34,0.01213
F,0.625,0.49,0.155,1.33,0.6675,0.259,0.33,10,mature,76,1.79711
M,0.63,0.5,0.185,1.362,0.5785,0.3125,0.384,10,mature,61,0.21721
M,0.64,0.585,0.195,1.647,0.7225,0.331,0.471,12,aged,90,1.19327
F,0.64,0.5,0.18,1.4995,0.593,0.314,0.431,11,aged,49,-1.67458
F,0.655,0.545,0.165,1.6225,0.6555,0.299,0.513,12,aged,62,-0.72069
I,0.66,0.525,0.215,1.786,0.6725,0.3615,0.4065,11,aged,61,-1.08041
M,0.66,0.535,0.2,1.791,0.733,0.318,0.54,15,aged,28,1.23196
F,0.675,0.555,0.205,1.925,0.713,0.358,0.4535,13,aged,53,-1.77798
F,0.675,0.55,0.175,1.689,0.694,0.371,0.474,13,aged,2,-0.52556
F,0.695,0.53,0.2,2.0475,0.75,0.4195,0.6095,14,aged,31,0.75874
F,0.7,0.525,0.19,1.6015,0.707,0.365,0.43,10,mature,56,-0.91337
I,0.275,0.195,0.07,0.0875,0.0345,0.022,0.0255,4,young,31,-0.25769
I,0.28,0.21,0.055,0.106,0.0415,0.0265,0.031,5,mature,69,1.22234
I,0.28,0.22,0.08,0.1315,0.066,0.024,0.03,5,mature,97,0.42282
I,0.295,0.22,0.07,0.126,0.0515,0.0275,0.035,6,mature,50,-1.17989
I,0.31,0.225,0.075,0.155,0.065,0.037,0.0365,6,mature,93,-0.57199
I,0.315,0.235,0.07,0.149,0.058,0.0325,0.047,7,mature,20,-0.82397
I,0.34,0.265,0.07,0.185,0.0625,0.0395,0.07,7,mature,11,-0.66053
I,0.37,0.29,0.08,0.2545,0.108,0.0565,0.07,6,mature,66,1.55175
I,0.38,0.285,0.085,0.237,0.115,0.0405,0.07,6,mature,73,0.4072
I,0.39,0.295,0.1,0.279,0.1155,0.059,0.08,7,mature,36,0.07823
I,0.405,0.31,0.065,0.3205,0.1575,0.066,0.088,6,mature,30,1.22696
I,0.415,0.325,0.1,0.3335,0.1445,0.0715,0.095,7,mature,71,-0.22049
I,0.44,0.335,0.11,0.3885,0.175,0.0835,0.111,7,mature,20,-0.77543
I,0.44,0.345,0.115,0.545,0.269,0.111,0.1305,6,mature,25,-0.75584
I,0.44,0.325,0.1,0.4165,0.185,0.0865,0.11,6,mature,89,2.29204
I,0.44,0.355,0.12,0.495,0.231,0.11,0.125,7,mature,50,0.93999
I,0.45,0.35,0.125,0.4775,0.2235,0.089,0.118,6,mature,41,-0.32179
I,0.45,0.35,0.12,0.468,0.2005,0.1065,0.1325,8,mature,61,0.02225
F,0.455,0.35,0.12,0.4555,0.1945,0.1045,0.1375,7,mature,47,0.78016
F,0.46,0.35,0.115,0.46,0.2025,0.1115,0.1165,6,mature,39,-0.00246
I,0.46,0.345,0.12,0.4155,0.198,0.0885,0.107,7,mature,28,-0.98672
I,0.46,0.345,0.115,0.4215,0.1895,0.102,0.111,6,mature,18,-1.25099
I,0.465,0.355,0.11,0.474,0.23,0.1005,0.12,7,mature,7,0.589
M,0.465,0.34,0.105,0.486,0.231,0.1035,0.1225,9,mature,63,1.05149
I,0.475,0.385,0.11,0.5735,0.311,0.1025,0.136,7,mature,76,-0.32516
I,0.475,0.355,0.105,0.468,0.201,0.1115,0.12,8,mature,45,1.37832
M,0.48,0.37,0.1,0.5135,0.243,0.1015,0.135,8,mature,21,-0.39057
M,0.5,0.375,0.145,0.6215,0.274,0.166,0.1485,7,mature,24,0.43333
I,0.5,0.38,0.11,0.494,0.218,0.09,0.1325,7,mature,22,2.15075
I,0.505,0.385,0.12,0.6005,0.239,0.142,0.185,7,mature,15,-0.74354
M,0.515,0.395,0.12,0.646,0.285,0.1365,0.172,9,mature,2,0.7725
M,0.525,0.415,0.135,0.7945,0.394,0.189,0.202,7,mature,72,0.63397
M,0.525,0.425,0.125,0.812,0.4035,0.1705,0.195,8,mature,21,-0.62701
F,0.53,0.42,0.17,0.828,0.41,0.208,0.1505,6,mature,80,1.06026
M,0.53,0.41,0.14,0.681,0.3095,0.1415,0.1835,6,mature,61,-0.73148
F,0.53,0.405,0.15,0.889,0.4055,0.2275,0.215,8,mature,23,1.34612
M,0.54,0.435,0.14,0.7345,0.33,0.1595,0.213,9,mature,28,-0.38477
F,0.55,0.425,0.125,0.964,0.5475,0.159,0.215,8,mature,31,1.99788
F,0.555,0.425,0.14,0.963,0.44,0.224,0.24,7,mature,45,-1.7025
F,0.57,0.445,0.15,0.995,0.504,0.185,0.2505,9,mature,94,1.09122
F,0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295,8,mature,57,0.19662
M,0.575,0.45,0.155,0.948,0.429,0.206,0.259,7,mature,92,-0.08808
F,0.58,0.445,0.145,0.888,0.41,0.1815,0.2425,8,mature,50,-0.11481
F,0.585,0.45,0.16,0.9045,0.405,0.2215,0.2335,8,mature,22,1.55702
M,0.59,0.465,0.14,1.046,0.4695,0.263,0.263,7,mature,83,-0.49001
F,0.595,0.47,0.155,1.1775,0.542,0.269,0.31,9,mature,8,0.25451
F,0.595,0.465,0.15,1.0765,0.491,0.22,0.287,9,mature,29,-0.54729
F,0.595,0.465,0.15,1.0255,0.412,0.2745,0.289,11,aged,11,-0.30072
F,0.6,0.46,0.145,0.9325,0.3985,0.2245,0.248,8,mature,94,-0.5649
F,0.6,0.46,0.15,1.235,0.6025,0.274,0.29,8,mature,27,0.4922
M,0.6,0.46,0.15,1.247,0.5335,0.2735,0.29,9,mature,56,-0.61177
M,0.61,0.48,0.15,1.1495,0.564,0.274,0.264,8,mature,49,-0.16272
F,0.615,0.485,0.16,1.1575,0.5005,0.2495,0.315,10,mature,22,-0.1937
F,0.615,0.5,0.165,1.327,0.6,0.3015,0.355,10,mature,10,-1.20688
M,0.615,0.47,0.155,1.2,0.5085,0.32,0.292,8,mature,62,0.35477
F,0.52282,0.51,0.13925,0.82543,0.5415,0.323,0.3225,9,mature,84,0.12622
F,0.62,0.485,0.175,1.2155,0.545,0.253,0.345,10,mature,64,0.24001
F,0.62,0.475,0.16,1.3245,0.6865,0.233,0.3275,9,mature,60,-1.53166
M,0.625,0.48,0.17,1.3555,0.671,0.268,0.3385,10,mature,21,-0.81124
F,0.625,0.49,0.165,1.127,0.477,0.2365,0.3185,9,mature,19,-1.05785
F,0.625,0.49,0.175,1.1075,0.4485,0.2165,0.3595,8,mature,92,1.79332
F,0.63,0.495,0.2,1.4255,0.659,0.336,0.38,11,aged,80,-0.16335
F,0.63,0.495,0.145,1.147,0.5455,0.266,0.2885,9,mature,27,-0.03022
M,0.63,0.48,0.165,1.286,0.604,0.271,0.35,8,mature,86,1.47102
F,0.635,0.495,0.18,1.596,0.617,0.317,0.37,11,aged,17,-0.25054
F,0.635,0.495,0.195,1.297,0.556,0.2985,0.37,11,aged,38,0.21008
M,0.645,0.49,0.16,1.251,0.5355,0.3345,0.3165,9,mature,58,1.57464
M,0.52282,0.5,0.13925,0.82543,0.6735,0.3755,0.3775,12,aged,57,-0.42776
F,0.65,0.5,0.185,1.4415,0.741,0.2955,0.341,9,mature,93,-0.7869
M,0.67,0.52,0.19,1.6385,0.8115,0.369,0.391,9,mature,35,0.33532
F,0.69,0.545,0.205,1.933,0.7855,0.429,0.498,13,aged,31,0.46481
M,0.69,0.54,0.185,1.71,0.7725,0.3855,0.4325,8,mature,36,-0.65639
F,0.695,0.55,0.155,1.8495,0.767,0.442,0.4175,10,mature,6,-0.44664
M,0.695,0.525,0.175,1.742,0.696,0.389,0.505,12,aged,37,-1.57563
F,0.7,0.575,0.205,1.7975,0.7295,0.3935,0.5165,13,aged,45,1.13057
I,0.275,0.205,0.07,0.1055,0.495,0.019,0.0315,5,mature,61,-1.07718
I,0.29,0.21,0.06,0.1045,0.0415,0.022,0.035,5,mature,75,0.91762
I,0.33,0.24,0.075,0.163,0.0745,0.033,0.048,6,mature,36,1.54933
I,0.355,0.285,0.095,0.2275,0.0955,0.0475,0.0715,6,mature,51,-0.61956
I,0.375,0.29,0.1,0.219,0.0925,0.038,0.075,6,mature,37,0.14404
I,0.415,0.315,0.1,0.3645,0.1765,0.0795,0.095,8,mature,29,0.75455
I,0.425,0.33,0.115,0.3265,0.1315,0.077,0.103,6,mature,87,0.86398
I,0.425,0.34,0.1,0.3515,0.1625,0.082,0.094,7,mature,76,-0.59705
I,0.43,0.32,0.1,0.3465,0.1635,0.08,0.09,7,mature,41,1.1336
I,0.52282,0.34,0.13925,0.82543,0.209,0.0735,0.103,7,mature,8,-0.43878
I,0.44,0.335,0.115,0.4215,0.173,0.0765,0.113,7,mature,35,-0.0315
I,0.46,0.345,0.11,0.3755,0.1525,0.058,0.125,7,mature,38,-0.20897
I,0.46,0.37,0.12,0.5335,0.2645,0.108,0.1345,6,mature,47,-1.01977
I,0.465,0.355,0.105,0.442,0.2085,0.0975,0.1185,7,mature,42,-0.97869
I,0.475,0.365,0.1,0.1315,0.2025,0.0875,0.123,7,mature,36,0.19801
I,0.475,0.375,0.115,0.5205,0.233,0.119,0.1455,7,mature,55,-1.90425
I,0.485,0.375,0.13,0.5535,0.266,0.112,0.157,8,mature,30,-0.74337
I,0.49,0.375,0.125,0.5445,0.279,0.115,0.13,8,mature,92,0.38704
M,0.49,0.38,0.11,0.554,0.2935,0.1005,0.15,8,mature,85,-2.02361
I,0.495,0.38,0.12,0.512,0.233,0.1205,0.136,7,mature,24,1.93453
I,0.5,0.39,0.125,0.583,0.294,0.132,0.1605,8,mature,48,0.22987
M,0.52282,0.38,0.13925,0.82543,0.273,0.135,0.145,9,mature,60,-1.21619
M,0.505,0.4,0.135,0.723,0.377,0.149,0.178,7,mature,16,-0.72009
I,0.51,0.395,0.155,0.5395,0.2465,0.1085,0.167,8,mature,44,0.18398
I,0.51,0.385,0.15,0.625,0.3095,0.119,0.1725,8,mature,51,-0.38053
I,0.515,0.4,0.125,0.5925,0.265,0.1175,0.168,9,mature,88,0.63768
I,0.52,0.395,0.135,0.633,0.2985,0.1295,0.175,9,mature,38,-0.86929
F,0.545,0.43,0.14,0.832,0.4355,0.17,0.201,9,mature,7,0.58917
M,0.545,0.42,0.145,0.778,0.3745,0.1545,0.205,7,mature,46,0.3942
M,0.545,0.42,0.12,0.7865,0.403,0.185,0.17,7,mature,10,-0.37547
F,0.545,0.4,0.14,0.778,0.368,0.215,0.18,9,mature,47,0.59392
I,0.55,0.42,0.13,0.636,0.294,0.144,0.1755,8,mature,43,1.2183
F,0.55,0.44,0.135,0.8435,0.434,0.1995,0.185,8,mature,57,-0.19896
I,0.555,0.425,0.13,0.648,0.2835,0.133,0.2105,8,mature,30,1.21914
M,0.565,0.43,0.13,0.784,0.3495,0.1885,0.213,9,mature,52,-0.90112
F,0.57,0.45,0.18,0.908,0.4015,0.217,0.255,9,mature,32,0.00372
M,0.57,0.45,0.135,1.02,0.546,0.204,0.25,9,mature,76,0.4879
F,0.57,0.43,0.16,0.811,0.3875,0.159,0.2285,9,mature,45,1.49184
F,0.575,0.48,0.15,0.897,0.4235,0.1905,0.248,8,mature,85,-1.01904
M,0.58,0.455,0.13,0.852,0.41,0.1725,0.225,8,mature,87,0.6991
F,0.585,0.45,0.15,0.938,0.467,0.203,0.225,7,mature,89,0.90385
F,0.585,0.435,0.14,0.6955,0.3085,0.129,0.2245,8,mature,27,-1.95997
M,0.59,0.47,0.15,0.861,0.413,0.164,0.249,8,mature,25,0.29501
M,0.59,0.46,0.14,1.004,0.496,0.2165,0.26,9,mature,18,-1.10783
F,0.59,0.46,0.16,1.0115,0.445,0.2615,0.2565,8,mature,32,0.02556
F,0.595,0.465,0.15,1.1005,0.5415,0.166,0.265,8,mature,23,-0.22437
M,0.595,0.47,0.165,1.108,0.4915,0.2325,0.3345,9,mature,4,-0.89073
M,0.595,0.46,0.14,0.852,0.4215,0.2255,0.227,9,mature,68,0.89727
F,0.605,0.48,0.15,1.079,0.4505,0.2835,0.293,10,mature,63,-0.62352
F,0.615,0.475,0.17,1.055,0.543,0.246,0.2345,9,mature,22,-0.47897
M,0.615,0.45,0.15,1.198,0.707,0.2095,0.2505,7,mature,1,0.11786
F,0.615,0.47,0.155,1.084,0.5885,0.209,0.246,9,mature,63,0.42875
M,0.615,0.475,0.175,1.103,0.4635,0.3095,0.2725,10,mature,7,0.81508
M,0.62,0.49,0.155,1.1,0.505,0.2475,0.31,9,mature,22,1.96073
M,0.62,0.48,0.15,1.1015,0.4965,0.243,0.305,10,mature,85,-0.46887
M,0.625,0.495,0.185,1.3835,0.7105,0.3005,0.345,11,aged,36,-0.41145
F,0.625,0.49,0.155,1.115,0.484,0.277,0.3095,9,mature,50,-0.72571
M,0.625,0.48,0.145,1.085,0.4645,0.2445,0.327,10,mature,36,-0.89446
M,0.63,0.505,0.15,1.3165,0.6325,0.2465,0.37,11,aged,24,-0.21879
M,0.63,0.51,0.175,1.3415,0.6575,0.262,0.375,10,mature,16,-1.45628
M,0.63,0.465,0.15,1.027,0.537,0.188,0.176,8,mature,13,0.41121
M,0.645,0.515,0.16,1.1845,0.506,0.311,0.335,9,mature,27,-0.5942
M,0.645,0.48,0.15,1.192,0.6055,0.2595,0.285,9,mature,18,-0.91133
F,0.645,0.52,0.18,1.285,0.5775,0.352,0.317,9,mature,55,1.37231
M,0.65,0.515,0.125,1.1805,0.5235,0.283,0.3275,9,mature,55,0.80604
M,0.65,0.52,0.175,1.2655,0.615,0.2775,0.336,9,mature,21,-1.09971
F,0.65,0.535,0.175,1.2895,0.6095,0.2765,0.344,10,mature,38,0.07377
M,0.65,0.51,0.155,1.407,0.7215,0.298,0.335,9,mature,48,-0.38481
F,0.65,0.49,0.155,1.122,0.545,0.228,0.3055,9,mature,86,0.15514
M,0.66,0.515,0.165,1.4465,0.694,0.298,0.3755,10,mature,30,1.0899
F,0.665,0.505,0.165,1.349,0.5985,0.3175,0.36,9,mature,9,-0.35872
M,0.67,0.5,0.2,1.269,0.576,0.2985,0.351,11,aged,83,1.06899
M,0.67,0.51,0.18,1.68,0.926,0.2975,0.3935,13,aged,19,0.68792
F,0.675,0.55,0.19,1.551,0.7105,0.3685,0.412,13,aged,69,0.06429
M,0.68,0.52,0.165,1.4775,0.724,0.279,0.406,11,aged,68,0.03849
M,0.68,0.53,0.18,1.529,0.7635,0.3115,0.4025,11,aged,92,0.4814
M,0.7,0.525,0.175,1.7585,0.8745,0.3615,0.47,10,mature,8,-0.20267
M,0.7,0.55,0.2,1.523,0.693,0.306,0.4405,13,aged,67,-0.5297
F,0.725,0.53,0.19,1.7315,0.83,0.398,0.405,11,aged,29,1.03476
M,0.725,0.55,0.2,1.51,0.8735,0.4265,0.5085,9,mature,41,1.25373
M,0.735,0.57,0.175,1.88,0.9095,0.387,0.488,11,aged,96,-0.51665
I,0.25,0.175,0.06,0.0635,0.0275,0.008,0.02,4,young,16,-0.07079
I,0.29,0.215,0.065,0.0985,0.0425,0.021,0.031,5,mature,6,0.80439
I,0.335,0.25,0.08,0.167,0.0675,0.0325,0.0575,6,mature,88,1.17998
I,0.34,0.245,0.085,0.2015,0.1005,0.038,0.053,6,mature,93,-0.47014
I,0.345,0.255,0.095,0.183,0.075,0.0385,0.06,6,mature,20,0.13403
I,0.355,0.255,0.08,0.187,0.078,0.0505,0.058,7,mature,45,-1.82365
I,0.36,0.26,0.08,0.1795,0.074,0.0315,0.06,5,mature,42,1.26061
I,0.37,0.275,0.09,0.2065,0.096,0.0395,0.058,7,mature,6,1.34034
I,0.375,0.29,0.14,0.3,0.14,0.0625,0.0825,8,mature,44,-0.33169
I,0.375,0.275,0.095,0.2295,0.095,0.0545,0.066,7,mature,5,-0.32458
I,0.385,0.3,0.125,0.343,0.1705,0.0735,0.081,7,mature,27,-0.36809
I,0.385,0.285,0.085,0.244,0.1215,0.0445,0.068,8,mature,27,0.65098
I,0.395,0.32,0.1,0.3075,0.149,0.0535,0.09,8,mature,4,-1.66437
I,0.4,0.305,0.1,0.3415,0.176,0.0625,0.0865,7,mature,99,-0.15195
I,0.405,0.305,0.1,0.271,0.0965,0.061,0.091,7,mature,1,-0.09004
I,0.405,0.31,0.11,0.91,0.416,0.2075,0.0995,8,mature,68,-0.44448
I,0.405,0.305,0.1,0.268,0.1145,0.053,0.085,7,mature,93,-0.36171
I,0.405,0.3,0.09,0.2885,0.138,0.0635,0.0765,6,mature,88,0.20745
I,0.41,0.315,0.1,0.3,0.124,0.0575,0.1,8,mature,92,0.36509
I,0.41,0.325,0.11,0.326,0.1325,0.075,0.101,8,mature,9,0.70542
I,0.415,0.335,0.1,0.358,0.169,0.067,0.105,7,mature,46,0.1242
I,0.42,0.325,0.115,0.314,0.1295,0.0635,0.1,8,mature,89,0.50467
I,0.42,0.315,0.11,0.4025,0.1855,0.083,0.1015,8,mature,53,0.17858
I,0.43,0.34,0.11,0.3645,0.159,0.0855,0.105,7,mature,7,-0.3364
I,0.445,0.36,0.11,0.4235,0.182,0.0765,0.14,9,mature,63,1.54215
M,0.45,0.325,0.115,0.4305,0.2235,0.0785,0.1155,8,mature,29,-0.02021
I,0.45,0.335,0.095,0.3505,0.1615,0.0625,0.1185,7,mature,28,-0.78704
I,0.455,0.34,0.115,0.486,0.261,0.0655,0.1315,8,mature,19,0.67629
I,0.46,0.35,0.1,0.471,0.252,0.077,0.123,8,mature,51,-0.36757
I,0.46,0.345,0.105,0.415,0.187,0.087,0.11,8,mature,92,-0.65505
I,0.475,0.355,0.115,0.5195,0.279,0.088,0.1325,7,mature,85,0.56758
M,0.48,0.375,0.12,0.5895,0.2535,0.128,0.172,11,aged,54,-0.55522
I,0.485,0.38,0.125,0.5215,0.2215,0.118,0.16,8,mature,66,-0.51402
I,0.485,0.365,0.14,0.4475,0.1895,0.0925,0.2305,8,mature,7,-0.16995
I,0.49,0.365,0.125,0.5585,0.252,0.126,0.1615,10,mature,13,-0.63383
I,0.505,0.385,0.125,0.596,0.245,0.097,0.21,9,mature,77,-0.13639
I,0.52282,0.38,0.13925,0.82543,0.2645,0.095,0.165,9,mature,98,0.51575
I,0.51,0.385,0.145,0.7665,0.3985,0.14,0.1805,8,mature,23,-0.20992
F,0.515,0.395,0.135,0.516,0.2015,0.132,0.162,9,mature,47,-1.98585
M,0.515,0.41,0.14,0.7355,0.3065,0.137,0.2,7,mature,86,-0.36795
I,0.515,0.39,0.11,0.531,0.2415,0.098,0.1615,8,mature,85,0.41167
I,0.525,0.385,0.13,0.607,0.2355,0.125,0.195,8,mature,21,1.27623
F,0.525,0.415,0.15,0.7055,0.329,0.147,0.199,10,mature,5,0.9399
I,0.525,0.4,0.13,0.6445,0.345,0.1285,0.2,8,mature,66,0.36175
I,0.525,0.375,0.12,0.6315,0.3045,0.114,0.19,9,mature,12,-0.09166
M,0.52282,0.43,0.13925,0.82543,0.3285,0.169,0.245,10,mature,57,1.67265
F,0.545,0.44,0.15,0.9475,0.366,0.239,0.275,8,mature,44,0.61956
I,0.52282,0.43,0.13925,0.82543,0.3025,0.152,0.225,10,mature,70,-0.57765
I,0.55,0.425,0.145,0.89,0.4325,0.171,0.236,10,mature,6,-0.6918
I,0.55,0.42,0.155,0.912,0.495,0.1805,0.205,9,mature,82,0.75593
I,0.55,0.425,0.135,0.656,0.257,0.17,0.203,10,mature,34,-0.11326
I,0.55,0.465,0.15,0.936,0.481,0.174,0.2435,9,mature,92,0.06824
I,0.555,0.435,0.145,0.6975,0.262,0.1575,0.24,11,aged,77,-0.03831
F,0.555,0.445,0.175,1.1465,0.551,0.244,0.2785,8,mature,69,-0.36657
I,0.56,0.44,0.14,0.825,0.402,0.139,0.245,10,mature,80,-2.51497
I,0.56,0.435,0.135,0.72,0.329,0.103,0.251,11,aged,75,-0.16704
I,0.565,0.43,0.15,0.8215,0.332,0.1685,0.29,11,aged,31,-2.54414
F,0.57,0.445,0.155,1.017,0.5265,0.2025,0.265,10,mature,80,0.67655
F,0.575,0.435,0.155,0.8975,0.4115,0.2325,0.23,9,mature,90,-1.47785
M,0.58,0.44,0.175,1.2255,0.5405,0.2705,0.3265,10,mature,98,-0.13056
F,0.58,0.465,0.145,0.9865,0.47,0.2155,0.25,11,aged,12,-2.3883
F,0.58,0.425,0.15,0.844,0.3645,0.185,0.2705,9,mature,99,1.10756
I,0.585,0.46,0.145,0.8465,0.339,0.167,0.295,10,mature,13,0.79953
M,0.585,0.465,0.165,0.885,0.4025,0.1625,0.274,10,mature,4,0.68801
I,0.585,0.42,0.145,0.6735,0.2895,0.1345,0.22,9,mature,10,-2.20195
F,0.585,0.455,0.13,0.8755,0.411,0.2065,0.225,8,mature,97,2.33726
M,0.59,0.47,0.145,0.9235,0.4545,0.173,0.254,9,mature,5,0.30298
M,0.59,0.475,0.14,0.977,0.4625,0.2025,0.275,10,mature,81,0.03004
M,0.595,0.475,0.14,1.0305,0.4925,0.217,0.278,10,mature,37,0.06032
M,0.6,0.48,0.09,1.05,0.457,0.2685,0.28,8,mature,64,1.89281
